385 65 99999 0		
5155	1569	1
5225	1561	9
5233	1549	3
5235	1535	2
5246	1524	3
5253	1509	5
5259	1508	15
5260	1565	3
5271	1554	2
5252	1543	1
5264	1536	2
5260	1531	5
5280	1515	12
5262	1525	2
5423	1505	11
5409	1508	12
5417	1523	19
5407	1561	30
5493	1474	3
5401	1512	10
5299	1521	38
5295	1531	14
5289	1565	4
5291	1552	3
5290	1577	3
5309	1541	20
5313	1559	42
5311	1529	10
5327	1535	42
5324	1513	26
5331	1570	4
5339	1562	53
5335	1533	56
5343	1543	8
5360	1572	25
5361	1540	60
5385	1568	47
5242	1556	1
5225	1515	2
5275	1533	8
5379	1521	49
5607	1345	8
5600	1360	3
5585	1365	5
5604	1384	37
5607	1409	7
5595	1422	23
5554	1446	34
5542	1459	4
5581	1460	40
5566	1469	37
5540	1468	32
5534	1469	21
5532	1474	21
5542	1478	11
5505	1471	3
5517	1543	1
5519	1561	1
5533	1561	9
5558	1551	3
5565	1557	2
5558	1577	1
5521	1573	3
5502	1570	2
5724	1463	4
5767	1472	29
5824	1487	8
5585	1572	1
5015	1332	11
5041	1321	18
5027	1305	23
5040	1301	19
5026	1295	11
4994	1302	3
5022	1288	12
5710	1247	9
5671	1223	54
5672	1325	23
5658	1274	51
5637	1296	10
5632	1311	8
5631	1332	3
5581	1332	2
5587	1754	1
5503	1791	1
5540	1584	1
5556	1809	1
5418	1818	5
5345	1825	1
5348	1686	1
5357	1558	8
5588	1786	1
5153	1468	14
5708	1347	8
5303	1653	1
5347	1820	1
5487	1547	14
5167	1495	1
5096	1521	4
5460	1688	2
5675	1187	8
5784	1331	10
5695	1979	2
5059	1597	40
